sgRNA	Gene	HT29-Reference	HT29-Baseline	HT29-D1	HT29-D2	HT29-80-1	HT29-80-2
sg_2185_3	PTK2B	3046	2416	2670	1855	2426	1730
sg_148479_3	PHF13	2898	2517	1638	2006	2935	1869
sg_729238_3	SFTPA2	3295	3182	3981	3019	3021	2892
sg_6728_2	SRP19	2140	939	194	283	469	112
sg_84614_2	ZBTB37	4196	3646	3042	2609	1409	1175
sg_11036_3	GTF2A1L	1135	678	910	1088	389	140
sg_7365_4	UGT2B10	2439	2368	2349	2643	5330	5672
sg_2760_4	GM2A	1582	1253	1169	1191	915	431
sg_353116_3	RILPL1	2178	1745	2369	1949	3032	2169
sg_4602_3	MYB	2678	2077	1981	1952	971	1073
sg_81797_3	OR12D3	2148	1688	1442	1329	1424	2473
sg_22794_2	CASC3	2337	1796	1390	1192	1400	1045
sg_124857_4	WFIKKN2	1356	812	478	491	617	546
sg_11285_3	B4GALT7	1140	1039	645	477	125	152
sg_4779_3	NFE2L1	2985	2647	2455	2112	2274	3161
sg_81611_4	ANP32E	2717	2638	2445	1888	3412	2005
sg_9902_1	MRC2	2844	1749	1865	1813	1551	1177
sg_2192_3	FBLN1	3996	3661	3628	2965	2075	2320
sg_374454_4	KRT77	1671	1733	1685	1773	1385	850
sg_27352_2	SGSM3	2778	2754	3706	2921	2178	1415
sg_64794_3	DDX31	2199	1629	1202	1798	2736	2585
sg_55613_1	MTMR8	1836	1557	1047	1038	1233	544
sg_8195_3	MKKS	2068	1638	2074	1468	694	926
sg_NTC_604	Non_Targeting_Control_604	3538	3378	3332	2830	3438	2868
sg_23545_3	ATP6V0A2	2511	2273	2154	1682	1161	1016
sg_2886_2	GRB7	4051	4068	4912	3268	2616	3004
sg_9451_2	EIF2AK3	2959	2478	3189	2743	2717	3453
sg_27042_2	DIEXF	1997	730	107	86	184	167
sg_22895_3	RPH3A	2446	2054	2312	1515	1001	875
sg_7064_1	THOP1	1521	1185	1023	1125	304	290
sg_6588_2	SLN	1047	893	1097	679	553	325
sg_23204_3	ARL6IP1	951	798	592	459	471	352
sg_4298_3	MLLT1	3685	3236	3862	3526	1953	2959
sg_79644_2	SRD5A3	1989	1505	1448	1186	2384	1343
sg_57057_4	TBX20	2296	2328	2286	2083	1632	1400
sg_11116_2	FGFR1OP	3923	3241	3123	1942	2270	1706
sg_8976_2	WASL	3211	2330	1384	658	1190	1373
sg_51728_4	POLR3K	4426	2455	516	428	339	462
sg_162972_4	ZNF550	3682	3348	3527	2573	3009	2520
sg_1737_2	DLAT	3964	4005	7413	5561	2658	2344
sg_51406_4	NOL7	2311	1204	887	660	1346	1719
sg_219986_3	OR4D11	4580	4004	4422	2825	2793	2692
sg_6198_1	RPS6KB1	3201	2552	1514	1591	2239	1410
sg_26231_3	LRRC29	5956	4655	4355	3531	3328	3812
sg_285180_3	RUFY4	2983	2637	2200	2565	1338	824
sg_3140_1	MR1	2196	2405	2184	2219	1003	1537
sg_2635_4	GBP3	2025	1700	1525	1548	1648	1224
sg_200316_1	APOBEC3F	3711	4366	3640	3012	5569	4603
sg_101927423_4	PANO1	5667	5009	4947	3629	3999	3103
sg_54845_4	ESRP1	1912	1148	690	759	900	335
sg_3998_1	LMAN1	2543	2161	2296	2083	1495	1129
sg_440_4	ASNS	1717	1498	1101	707	679	714
sg_79727_2	LIN28A	1529	1340	1016	1104	1411	1025
sg_51678_3	MPP6	3316	2834	1488	2607	1716	1935
sg_140902_1	R3HDML	2055	1781	2081	2087	1709	1877
sg_4745_3	NELL1	8161	6762	7193	6020	6969	6558
sg_79037_3	PVRIG	3185	2946	2732	2678	2883	2666
sg_10024_3	TROAP	2080	1879	2388	1705	1641	1725
sg_10637_4	LEFTY1	706	516	628	570	397	310
sg_81552_4	VOPP1	2482	1762	1502	1333	1419	2039
sg_NTC_44	Non_Targeting_Control_44	4646	4537	5919	4243	4952	5162
sg_101927655_1	ZASP	2525	2082	2310	2670	2240	1556
sg_9320_3	TRIP12	5022	3827	2188	2160	2976	2877
sg_2301_3	FOXE3	5355	3725	3509	2588	1879	1829
sg_79931_1	TNIP3	5112	4259	5709	4077	3504	2945
sg_56849_1	TCEAL7	4372	4169	4562	3228	3670	2910
sg_81494_3	CFHR5	2337	1936	1786	1843	1919	2637
sg_81846_1	SBF2	1455	1066	824	946	1077	1166
sg_55133_4	SRBD1	3039	871	360	126	904	2476
sg_619279_4	ZNF704	962	785	775	758	161	221
sg_280658_2	SSX7	2506	1197	1492	867	1076	438
sg_100526694_1	MSANTD3-TMEFF1	3191	3046	2990	2834	4868	4576
sg_83478_3	ARHGAP24	3136	2939	3428	2333	2600	1973
sg_22997_1	IGSF9B	3314	2601	3188	2483	3027	3301
sg_728224_2	KRTAP4-8	5332	1718	888	490	223	193
sg_9869_4	SETDB1	2128	1639	463	379	545	685
sg_133308_2	SLC9B2	3136	3016	3541	2822	3298	2156
sg_214_1	ALCAM	6008	4882	5265	4183	2961	2199
sg_25864_3	ABHD14A	2998	1991	1482	1350	1721	1319
sg_277_2	AMY1B	2738	1797	1207	1000	807	747
sg_391712_2	TRIM61	2547	2221	1996	1630	3457	4076
sg_117584_4	RFFL	4570	2895	2858	2660	5819	4379
sg_51201_4	ZDHHC2	2903	2522	2429	1717	1512	2137
sg_1673_1	DEFB4A	6818	6219	6129	4732	3960	4535
sg_57216_2	VANGL2	1269	1220	876	610	1058	1747
sg_84221_1	SPATC1L	1926	1846	1418	1356	1304	939
sg_9473_4	THEMIS2	1961	1395	1499	1319	642	635
sg_387733_3	IFITM5	1625	1234	1569	1013	701	1005
sg_1017_1	CDK2	2407	1475	690	460	1319	686
sg_81033_2	KCNH6	3137	2749	2442	1815	2725	2906
sg_128821_2	CST9L	3792	3235	3696	2612	2072	2714
sg_26974_3	ZNF285	4604	4260	3559	3067	3776	3664
sg_3642_2	INSM1	2008	1567	1671	1147	1617	1015
sg_6209_4	RPS15	400	308	255	35	217	137
sg_3038_2	HAS3	3633	3540	3199	2417	2142	1918
sg_4135_2	MAP6	1999	1778	1764	1332	1357	1274
sg_2821_3	GPI	1365	652	444	406	626	555
sg_131368_4	ZPLD1	1901	1759	1211	1131	1532	961
sg_5354_1	PLP1	5598	5550	5318	4824	4227	3533
sg_148738_2	HFE2	4417	3139	3014	1935	2528	2444
sg_57213_1	SPRYD7	4546	4111	3733	2648	3204	4033
sg_643853_2	TMPPE	3674	2850	3463	2391	2725	1575
sg_22823_2	MTF2	3806	3896	4416	3584	2230	1430
sg_149840_2	C20orf196	1405	1139	1733	939	1402	1533
sg_57579_4	FAM135A	4830	4994	5190	4345	6669	6038
sg_147199_4	SCGB1C1	2536	2010	1194	702	979	455
sg_51660_2	MPC1	5955	5688	6693	4756	5433	5718
sg_3242_1	HPD	2543	2638	2644	2531	2532	2082
sg_387763_4	C11orf96	3904	3854	4928	3335	4960	4465
sg_81605_1	URM1	2216	2307	2788	1715	1024	894
sg_9785_2	DHX38	1855	131	4	18	39	3
sg_333_2	APLP1	3175	2907	3332	2937	3618	3722
sg_80776_1	B9D2	6196	5226	3262	3302	3792	2520
sg_83732_4	RIOK1	2454	2154	1537	916	2971	2162
sg_5602_3	MAPK10	3960	3488	3193	2371	4730	5440
sg_9757_3	KMT2B	5193	5059	4590	3341	4624	5485
sg_8718_1	TNFRSF25	4095	3380	3550	2989	3090	3126
sg_10148_4	EBI3	1329	888	642	609	212	188
sg_284083_3	C17orf47	1918	1746	2512	1777	2076	2036
sg_91133_3	L3MBTL4	3012	2340	2621	1993	2727	1743
sg_317671_3	RFESD	2600	1923	1550	1907	1201	848
sg_29761_1	USP25	2854	2262	1372	1771	2389	2824
sg_284106_3	CISD3	2646	1829	1546	1021	1053	886
sg_9076_3	CLDN1	822	599	432	446	289	233
sg_100329135_2	TRPC5OS	2122	1914	2720	1631	1306	1161
sg_27315_2	PGAP2	5663	4985	3577	3707	3360	3039
sg_79690_1	GAL3ST4	6884	6438	5873	4297	4767	4556
sg_84337_2	ELOF1	1289	1455	760	496	375	175
sg_335_1	APOA1	2112	1874	2015	1833	4130	2433
sg_93099_4	DMKN	2681	2218	2404	1515	1408	1422
sg_4342_3	MOS	1535	1440	1130	971	747	801
sg_122183_1	PRR20A	4891	3881	3707	3203	1912	2193
sg_54935_3	DUSP23	5445	4420	3604	3328	2598	3179
sg_285141_2	ERICH2	2332	2364	2334	2325	4244	3971
sg_56961_1	SHD	3300	2956	2952	2854	2047	2128
sg_84451_2	KIAA1804	4177	3489	3420	2463	3476	2765
sg_8798_1	DYRK4	2367	2070	2695	2368	1637	1986
sg_285343_2	TCAIM	6191	5577	5689	5142	5344	6025
sg_23389_3	MED13L	2942	2498	1694	1560	3032	3461
sg_4033_4	LRMP	2733	2630	3591	2244	1455	1700
sg_80724_2	ACAD10	1753	1311	1316	1303	999	1690
sg_10316_4	NMUR1	3682	2936	2838	2379	1641	1097
sg_7053_2	TGM3	2898	3040	3182	2356	4601	3815
sg_6738_1	TROVE2	3320	2923	2890	2712	4323	5632
sg_342926_3	ZNF677	3078	2871	3585	2254	1666	1584
sg_10161_1	LPAR6	6162	5477	7184	6222	3993	3341
sg_1649_2	DDIT3	2172	2401	2998	2736	1555	1174
sg_23247_4	KIAA0556	3486	2912	2596	2102	1967	2393
sg_56891_1	LGALS14	4234	4089	3777	3261	3835	3748
sg_23219_2	FBXO28	2007	1832	838	571	1075	1343
sg_57663_3	USP29	2614	2189	1660	2488	2922	1757
sg_51181_1	DCXR	5673	4328	4077	3735	3431	2469
sg_3240_2	HP	1073	989	1075	747	291	603
sg_442117_1	GALNTL6	1614	1401	1369	949	1105	844
sg_337970_4	KRTAP19-3	1800	1721	976	1103	538	537
sg_567_2	B2M	1455	1348	1945	830	1647	1836
sg_9124_2	PDLIM1	4359	4357	6020	4987	5392	5302
sg_11160_4	ERLIN2	902	560	764	407	1050	1638
sg_51643_2	TMBIM4	2676	2805	2705	2378	2361	1922
sg_479_1	ATP12A	9632	7783	7816	7608	6982	5965
sg_374868_2	ATP9B	2363	2020	2629	1618	707	1002
sg_245913_2	DEFB110	9021	8354	9357	6456	5375	3651
sg_2738_3	GLI4	4515	3500	4017	2710	3816	4263
sg_5977_1	DPF2	2646	2413	1216	1187	944	661
sg_7270_2	TTF1	2668	1863	1097	685	437	536
sg_4832_1	NME3	1992	1433	1205	602	611	583
sg_26_3	AOC1	2067	1913	1657	1556	1212	813
sg_5211_1	PFKL	4677	3938	3437	3328	2523	1457
sg_387712_3	ENO4	1712	1193	2002	1040	852	2555
sg_64282_1	PAPD5	3158	2565	1447	1641	718	598
sg_644414_3	DEFB131	3105	2892	3208	2903	2583	1501
sg_338567_2	KCNK18	2212	2074	1698	1822	2171	2146
sg_117579_2	RLN3	5299	4551	4337	4462	3501	2868
sg_56147_2	PCDHA1	1794	1407	1441	882	780	663
sg_84541_2	KBTBD8	2544	2235	1882	1682	2853	2230
sg_6795_3	AURKC	2783	1752	1267	634	1607	1196
sg_389676_3	C8orf87	3340	2957	3838	3102	8452	8415
sg_26471_3	NUPR1	1149	1176	1140	1006	999	492
sg_83446_3	CCDC70	4293	3690	4369	2975	4029	3944
sg_373_1	TRIM23	4995	4600	3747	3491	5781	4597
sg_339669_1	TEX33	3172	2964	3348	2616	1235	1583
sg_389677_2	RBM12B	2503	1827	2070	1635	1434	1231
sg_55812_3	SPATA7	6156	6011	6347	4459	3702	3625
sg_10904_1	BLCAP	3248	2693	3344	2799	4881	4496
sg_374973_4	TEX38	3631	2970	3258	2614	3368	2897
sg_1852_3	DUSP9	6101	5008	4295	3655	4259	3905
sg_51524_1	TMEM138	1581	1570	1062	1405	1437	1496
sg_29998_2	GLTSCR1	3577	3087	3906	2746	2842	3294
sg_3512_2	JCHAIN	3072	2245	2946	2363	1634	2333
sg_26007_3	TKFC	3583	3118	2884	2934	4586	2787
sg_1595_3	CYP51A1	3127	2513	2394	2784	2238	1854
sg_23503_3	ZFYVE26	1438	802	664	831	427	353
sg_283373_2	ANKRD52	2263	1785	1127	1327	1863	1241
sg_NTC_18	Non_Targeting_Control_18	5753	4361	5496	5077	5517	3590
sg_811_4	CALR	4235	3651	2927	2946	4272	3749
sg_10181_2	RBM5	3855	3560	4203	2530	2102	1722
sg_284069_2	FAM171A2	1623	1191	1107	919	969	868
sg_440023_4	KRTAP5-6	3717	3522	4228	2894	4122	3262
sg_10309_2	CCNO	2514	1750	1913	2006	1574	1422
sg_282890_3	ZNF311	2733	2312	2005	1573	1227	701
sg_10265_2	IRX5	3497	2814	2892	2809	3805	3724
sg_64969_2	MRPS5	3171	2746	567	464	530	762
sg_9256_4	BZRAP1	938	626	786	432	1009	1613
sg_57715_1	SEMA4G	4870	4210	4994	3880	3153	2795
sg_65005_3	MRPL9	2081	1521	547	417	1071	982
sg_85012_3	TCEAL3	2452	2361	2060	1289	1019	996
sg_2719_3	GPC3	3262	2893	2049	2132	1351	1460
sg_6334_2	SCN8A	4413	3946	5320	4259	3210	5072
sg_55296_2	TBC1D19	4988	4559	5048	3792	3840	4838
sg_8354_4	HIST1H3I	1890	1673	1457	1217	369	569
sg_23767_3	FLRT3	3248	3694	3093	2732	2776	2524
sg_8970_2	HIST1H2BJ	1854	1543	1131	1166	1325	1192
sg_57515_3	SERINC1	2216	2086	2779	1462	1005	613
sg_6189_1	RPS3A	4831	3483	2161	1472	3587	2920
sg_80310_4	PDGFD	2050	1915	1241	1462	1539	1861
sg_100507290_1	ZNF865	1714	1499	980	1212	1612	1636
sg_118460_2	EXOSC6	2772	2318	2290	2443	3302	3458
sg_3679_1	ITGA7	2473	1620	1920	1338	2273	1733
sg_441024_2	MTHFD2L	1915	1599	1746	1354	856	1092
sg_55683_2	KANSL3	3459	1548	398	397	209	233
sg_5686_2	PSMA5	5261	1408	545	328	1496	282
sg_389075_2	RESP18	2365	2087	1671	1474	1141	882
sg_51761_2	ATP8A2	4066	2586	2969	2536	2297	1638
sg_NTC_32	Non_Targeting_Control_32	5298	5680	6659	4930	8049	8699
sg_NTC_655	Non_Targeting_Control_655	3014	2999	2704	2606	2404	1935
sg_129049_4	SGSM1	4412	3474	4272	3028	3063	2632
sg_131870_3	NUDT16	2697	2010	1779	1609	692	907
sg_80142_4	PTGES2	1871	1520	974	1162	527	939
sg_10616_1	RBCK1	1495	1143	1041	960	180	391
sg_23536_2	ADAT1	2076	2264	1644	1783	1340	746
sg_687_3	KLF9	3334	2727	3696	2521	3047	2718
sg_4088_1	SMAD3	4145	2962	3046	1990	4270	1744
sg_23569_1	PADI4	4396	3659	3883	3035	2338	1607
sg_653781_4	POTEJ	3034	1671	1577	1223	972	1560
sg_939_3	CD27	1923	1513	1759	1058	1375	1479
sg_401052_4	LOC401052	2691	1880	2923	1450	884	1026
sg_10497_2	UNC13B	3659	3096	3139	2630	2109	1652
sg_22925_3	PLA2R1	2665	1826	1682	1313	1227	767
sg_54816_2	ZNF280D	2667	2192	2237	1967	1303	1004
sg_55761_4	TTC17	3333	3292	3607	2256	3120	1425
sg_5555_2	PRH2	1420	1264	1286	1108	1037	1219
sg_253832_4	ZDHHC20	3066	2518	1810	1504	1340	1276
sg_215_1	ABCD1	2831	2618	2810	2044	1184	1730
sg_644186_3	SYCE3	1850	1959	2229	1717	1317	1164
sg_152138_1	PYDC2	2089	1590	1673	1248	425	1200
sg_124245_3	ZC3H18	1840	1205	882	1761	806	506
sg_8089_1	YEATS4	2273	2362	748	779	665	376
sg_1675_4	CFD	881	742	772	387	138	329
sg_101928448_1	C5orf67	2762	2038	2592	1475	804	1236
sg_3092_2	HIP1	7654	6382	6971	5335	7872	5946
sg_6305_3	SBF1	1049	554	534	532	110	112
sg_57510_3	XPO5	2905	2463	1487	796	682	421
sg_6885_1	MAP3K7	3929	3345	3037	2411	2915	963
sg_130888_1	FBXO36	3329	3132	2914	3002	2034	1848
sg_527_4	ATP6V0C	3514	1091	281	506	407	659
sg_6556_3	SLC11A1	2238	1667	2061	1602	1404	1079
sg_79918_4	SETD6	2160	2004	2059	1359	1169	1504
sg_220965_3	FAM13C	4162	3536	3131	2082	1250	1309
sg_339829_2	CCDC39	2667	2398	3724	2861	2186	2885
sg_6845_3	VAMP7	1622	1335	1360	1029	1126	834
sg_57181_1	SLC39A10	1767	1031	1075	628	1785	1443
sg_NTC_489	Non_Targeting_Control_489	3777	3643	4337	3276	2533	3599
sg_5304_4	PIP	4739	4019	4284	3483	4851	6025
sg_56344_3	CABP5	2191	1513	1482	698	1346	748
sg_54849_1	DEF8	4788	4055	4575	3160	2689	2774
sg_6310_1	ATXN1	1560	1172	589	813	651	215
sg_10965_2	ACOT2	4287	3238	3609	2834	2263	2146
sg_81930_4	KIF18A	3528	217	14	30	94	560
sg_NTC_794	Non_Targeting_Control_794	3633	3652	3839	3060	4271	3601
sg_143678_3	C11orf94	3079	2738	4259	2061	2924	2873
sg_4773_1	NFATC2	1375	1312	1845	995	1990	2340
sg_132_2	ADK	3306	2850	2750	1996	1145	1009
sg_149013_1	NBPF12	5278	4370	4479	3746	3976	3538
sg_5716_2	PSMD10	6231	5458	6607	4612	4727	3654
sg_55030_3	FBXO34	2455	2062	2301	1195	1832	1341
sg_94101_2	ORMDL1	5138	4556	5537	6163	4250	4669
sg_3218_1	HOXB8	1332	1125	830	774	782	495
sg_2844_3	GPR21	1745	1216	1133	1051	1430	1115
sg_3109_2	HLA-DMB	3058	2651	2181	2243	2175	2528
sg_26280_3	IL1RAPL2	3427	3240	3846	2554	2438	2709
sg_56897_3	WRNIP1	2770	1724	2028	1224	1169	2167
sg_654346_1	LGALS9C	4652	3716	3103	2409	1493	1980
sg_503618_1	DEFB104B	1377	1555	1897	1031	2063	1882
sg_7840_3	ALMS1	3259	3079	2933	2198	2606	2056
sg_25805_2	BAMBI	1965	2059	2015	2182	2340	853
sg_266_4	AMELY	2463	2348	2650	2244	2251	1861
sg_7138_2	TNNT1	2163	1609	2105	1035	1217	1334
sg_51286_3	CEND1	6573	4906	3861	2820	4137	2755
sg_387129_4	NPSR1	1702	1492	1591	1371	2039	3067
sg_1832_2	DSP	5533	5416	5687	4837	5521	4402
sg_6276_4	S100A5	2355	1605	2631	1980	772	1607
sg_387755_3	INSC	3681	3308	3971	3850	1520	1688
sg_83450_4	LRRC48	2462	2304	2480	1674	1929	2016
sg_60489_2	APOBEC3G	3347	2543	2196	2287	2633	2345
sg_5190_4	PEX6	3303	3149	2975	1944	5152	4148
sg_51755_3	CDK12	957	392	248	51	221	9
sg_2965_3	GTF2H1	3015	1674	1799	1027	733	244
sg_NTC_556	Non_Targeting_Control_556	3715	3860	3969	3678	4009	4046
sg_889_2	KRIT1	1600	1413	1692	1465	1022	690
sg_100505573_4	INAFM2	2864	2458	2502	1784	3288	1613
sg_119559_4	SFXN4	2246	1961	1672	1868	1283	583
sg_84445_2	LZTS2	5966	4996	5066	3432	4986	6375
sg_57418_4	WDR18	2870	1483	121	128	175	518
sg_374618_2	TEX9	4243	3905	4307	2960	5061	5599
sg_56616_1	DIABLO	4447	4009	4155	3618	1646	1519
sg_953_1	ENTPD1	2204	1884	1451	1347	2220	2118
sg_167838_1	TXLNB	2513	2298	3023	2366	2838	1296
sg_170825_2	GSX2	3496	2987	2874	1905	2521	1879
sg_100132911_4	DPH3P1	2472	2115	2169	2123	2156	2529
sg_23190_4	UBXN4	1334	990	861	718	309	399
sg_55552_2	ZNF823	2132	2253	2656	1608	1515	1940
sg_1909_3	EDNRA	3866	3227	2735	2141	2992	3029
sg_100131244_1	ANKRD63	4659	3334	2835	2299	4671	2796
sg_6117_4	RPA1	3806	2076	1323	841	454	378
sg_391123_4	VSIG8	2249	2254	2115	1390	515	831
sg_10538_4	BATF	2008	1786	1594	1188	866	1221
sg_NTC_619	Non_Targeting_Control_619	2112	2212	2179	1790	1020	556
sg_55024_2	BANK1	2680	2610	3398	2567	1823	1469
sg_54931_2	TRMT10C	1693	1274	237	197	93	32
sg_6397_1	SEC14L1	2029	2381	2049	1643	3441	3262
sg_59353_3	TMEM35	3878	3629	3221	3474	3232	3019
sg_347731_2	LRRTM3	4302	3709	3163	2962	1599	1289
sg_5935_1	RBM3	2705	2461	2416	2054	2239	1905
sg_23302_2	WSCD1	6263	5219	5410	4286	3695	4769
sg_84709_3	MGARP	3514	2718	3156	2730	2665	2111
sg_22821_3	RASA3	5649	4379	6211	4160	1818	1772
sg_10445_2	MCRS1	3276	1326	480	331	661	347
sg_4751_1	NEK2	2054	1948	2322	1638	3324	3547
sg_55902_2	ACSS2	4584	3836	3621	2486	8801	8720
sg_49_3	ACR	1264	1373	1107	804	301	963
sg_57707_2	TLDC1	3532	3104	3298	3234	1732	1824
sg_50859_4	SPOCK3	4985	4429	3928	3872	3746	4006
sg_10200_2	MPHOSPH6	1796	981	681	646	155	124
sg_7363_2	UGT2B4	881	893	1063	759	402	219
sg_126393_4	HSPB6	1981	1670	1594	1086	1497	1333
sg_3052_1	HCCS	6503	5356	2091	2246	3172	4196
sg_4345_4	CD200	2170	1885	1725	1228	2021	1630
sg_56171_4	DNAH7	3287	2851	3159	2842	1479	1845
sg_115584_3	SLC5A11	4497	4264	3874	3238	4096	1900
sg_6036_2	RNASE2	2720	2287	2853	2399	1197	2468
sg_56256_4	SERTAD4	3709	3859	4061	3880	2275	3841
sg_9108_3	MTMR7	2741	2585	2985	1831	1885	1516
sg_55272_3	IMP3	4213	750	83	158	187	47
sg_23322_3	RPGRIP1L	1985	1843	1963	1606	1874	1809
sg_57223_4	SMEK2	1625	1060	1140	1159	532	424
sg_146395_4	GSG1L	2354	1744	1536	1389	1643	1174
sg_55301_3	OLAH	5110	4489	4058	3791	3174	3502
sg_80309_2	SPHKAP	2725	2403	2431	1940	2015	1659
sg_643802_4	LOC643802	2212	1994	2054	1498	428	577
sg_222487_3	ADGRG3	2681	2199	2099	2507	1330	1210
sg_54658_4	UGT1A1	4979	4942	6291	4723	5282	5243
sg_1586_2	CYP17A1	3613	2704	3342	3179	1636	1804
sg_92482_3	BBIP1	1682	1343	1569	1313	4575	2947
sg_90506_4	LRRC46	6136	4037	4257	3175	4358	3050
sg_401258_3	RAB44	2233	1897	1203	1301	972	998
sg_165186_4	FAM179A	3595	3051	3388	2777	1538	2133
sg_84844_4	PHF5A	2290	213	2	43	13	4
sg_283807_4	FBXL22	3339	2927	3168	1787	2209	3225
sg_144455_4	E2F7	4135	4013	4743	3536	3730	3425
sg_3559_3	IL2RA	5669	4733	5663	3784	4678	4551
sg_27076_1	LYPD3	3302	3019	1932	1826	972	2076
sg_3628_4	INPP1	1308	1142	1121	1027	793	381
sg_79922_1	MRM1	5292	3699	3273	2916	3030	2093
sg_50640_3	PNPLA8	455	466	282	91	149	174
sg_79943_1	ZNF696	3201	3447	3908	2620	2322	2929
sg_85450_3	ITPRIP	4112	4002	3918	3123	2051	2801
sg_4628_1	MYH10	2823	2002	2404	2307	2235	1430
sg_29763_1	PACSIN3	3677	2956	2169	2502	2885	1696
sg_153745_4	FAM71B	3556	3042	2956	3269	3879	3798
sg_83878_2	USHBP1	2304	1827	1746	1320	769	800
sg_1815_2	DRD4	3818	3587	3067	2843	3214	3605
sg_3612_2	IMPA1	1598	1488	1929	2196	2001	3010
sg_79077_1	DCTPP1	4670	3471	3981	3665	1052	1088
sg_26015_1	RPAP1	1792	295	113	78	192	419
sg_79828_3	METTL8	1553	1424	1176	1164	680	611
sg_5198_4	PFAS	1945	1486	577	588	663	887
sg_79759_3	ZNF668	4231	3707	3149	3005	1961	3259
sg_10011_1	SRA1	5987	5228	6524	5789	2825	2076
sg_84915_1	FAM222A	1811	1528	1492	1366	732	1053
sg_6388_3	SDF2	2158	1522	1080	804	1353	1394
sg_57156_1	TMEM63C	4212	3760	3527	3389	2855	3107
sg_5887_4	RAD23B	2541	1944	1204	1413	761	525
sg_23609_1	MKRN2	1763	1140	1654	932	972	570
sg_55578_2	SUPT20H	4390	4100	2100	1652	1518	1957
sg_55599_1	RNPC3	2910	1438	385	607	324	334
sg_NTC_724	Non_Targeting_Control_724	5105	4693	4504	4609	5059	4277
sg_64236_1	PDLIM2	3761	3485	3487	2969	2447	1818
sg_253512_2	SLC25A30	2259	1862	2771	1693	680	705
sg_285676_2	ZNF454	2973	2753	2997	2051	1868	1156
sg_5349_2	FXYD3	1032	717	711	246	225	231
sg_NTC_261	Non_Targeting_Control_261	3335	2585	3138	2561	2712	2478
sg_10668_1	CGRRF1	7342	5522	6237	4229	6008	6471
sg_51650_2	MRPS33	4572	3544	344	674	507	423
sg_160364_4	CLEC12A	4428	3398	3718	2793	5305	3284
sg_441549_2	CDNF	1140	1067	1429	1139	781	473
sg_81442_3	OR6N2	6564	5231	6123	4385	5140	3542
sg_3741_4	KCNA5	3792	3586	4400	3227	1495	766
sg_51163_1	DBR1	2669	1677	355	517	293	199
sg_9121_4	SLC16A5	3011	2849	2825	2250	2862	3063
sg_79158_3	GNPTAB	4158	3593	2907	2378	1801	2196
sg_168544_4	ZNF467	4934	4027	3189	2365	4065	3312
sg_50861_2	STMN3	1732	970	539	500	1038	707
sg_54466_2	SPIN2A	5553	4771	4983	3828	2818	3745
sg_402682_2	UFSP1	2828	2471	2961	2529	3051	3484
sg_10499_2	NCOA2	1648	1522	1311	1207	2258	2005
sg_10289_3	EIF1B	3295	2771	3074	2871	1943	2436
sg_168975_4	CNBD1	1130	875	660	654	392	530
sg_134285_4	TMEM171	1368	1131	1341	714	289	429
sg_1361_3	CPB2	5691	4135	4411	3777	2808	3147
sg_58191_1	CXCL16	3228	2782	2482	2178	853	721
sg_6525_4	SMTN	3547	3403	3508	2283	2684	3124
sg_8976_4	WASL	3353	2673	1309	886	1427	1394
sg_7812_2	CSDE1	1640	1354	2061	1459	1165	1137
sg_84498_3	FAM120B	1275	1083	826	866	449	605
sg_644168_4	DRGX	3191	3256	3666	2549	2817	2651
sg_25763_3	HYPM	5944	5522	5848	5617	3536	4622
sg_672_4	BRCA1	2795	2164	1149	1028	1719	1416
sg_4146_4	MATN1	2615	1587	2165	1716	529	990
sg_7494_1	XBP1	3966	3447	2859	3046	3278	3020
sg_NTC_674	Non_Targeting_Control_674	3813	3365	4294	3237	2915	2585
sg_148103_4	ZNF599	3345	3142	2721	2155	1926	2161
sg_126520_1	PLK5	5511	4989	5227	3959	2486	3525
sg_23014_3	FBXO21	3259	2932	3934	3021	2101	1667
sg_79149_1	ZSCAN5A	2738	3194	3651	2701	2593	2454
sg_84265_2	POLR3GL	4496	3305	2992	2602	2457	3137
sg_260425_2	MAGI3	5160	4512	4723	4290	3689	3601
sg_6749_3	SSRP1	3098	750	103	125	616	218
sg_1673_2	DEFB4A	2798	1939	884	1022	1636	857
sg_5157_1	PDGFRL	2417	1767	1915	1568	990	819
sg_146850_4	PIK3R6	2898	2813	2930	2296	3028	1878
sg_80142_2	PTGES2	1621	941	1490	928	583	393
sg_57118_4	CAMK1D	1548	1439	2125	1649	2490	3302
sg_135948_2	OR2F2	4458	3909	4159	2991	3110	2223
sg_90850_1	ZNF598	4590	3532	3692	2662	3246	2307
sg_728224_4	KRTAP4-8	5969	2874	1536	1664	1400	1337
sg_7071_4	KLF10	4054	3192	4558	3434	3014	2495
sg_3226_1	HOXC10	2625	2850	3466	2539	1759	1683
sg_10180_4	RBM6	2659	2366	1874	1272	2496	2344
sg_1207_4	CLNS1A	1971	842	175	274	170	69
sg_9659_2	PDE4DIP	2435	1096	871	684	497	168
sg_23116_4	FAM179B	5221	5602	7422	5149	4532	3919
sg_57634_4	EP400	2025	668	95	177	1447	237
sg_10739_1	RFPL2	5413	4479	3030	3230	2941	2683
sg_1072_3	CFL1	5060	2987	852	452	847	297
sg_25939_2	SAMHD1	4067	4133	3015	2305	7824	7231
sg_1950_1	EGF	2784	2352	3668	2321	2750	1387
